Source,Target,Type,Id,Label,Weight
Andrzej Kociecki,Marcin Humanicki,Undirected,22537,,1
Andrzej Kociecki,Mariusz Kapuscinski,Undirected,22538,,1
Andrzej Kociecki,Mateusz Pipien,Undirected,22539,,1
Andrzej Kociecki,Michal Greszta,Undirected,22540,,1
Andrzej Kociecki,Michal Ledochowski,Undirected,22541,,1
Andrzej Kociecki,Michal Lesyk,Undirected,22542,,1
Andrzej Kociecki,Piotr Boguszewski,Undirected,22543,,1
Andrzej Kociecki,Piotr Popowski,Undirected,22544,,1
Andrzej Kociecki,Tomasz Kleszcz,Undirected,22545,,1
Andrzej Kociecki,Tomasz Lyziak,Undirected,22546,,1
Andrzej Kubisiak,Maciej Duszczyk,Undirected,22547,,1
Andrzej Kubisiak,Pawel Kaczmarczyk,Undirected,22548,,1
Andrzej Raczko,Grzegorz Wesolowski,Undirected,22549,,2
Andrzej Raczko,Juliusz Jablecki,Undirected,22550,,2
Andrzej Sliwczynski,Daniel Rutkowski,Undirected,22551,,3
Andrzej Sliwczynski,Edward Franek,Undirected,22552,,4
Andrzej Sliwczynski,Lidia Kania,Undirected,22553,,2
Andrzej Sliwczynski,Magdalena Walicka,Undirected,22554,,4
Andrzej Sliwczynski,Marcin Chlebus,Undirected,22555,,4
Andrzej Sliwczynski,Marcin Czech,Undirected,22556,,2
Andrzej Sliwczynski,Melania Brzozowska,Undirected,22557,,4
Andrzej Sliwczynski,Monika Puzianowska-kuznicka,Undirected,22558,,4
Andrzej Sliwczynski,Tadeusz Jedrzejczyk,Undirected,22559,,1
Andrzej Sliwczynski,Yaroslav Sanchak,Undirected,22560,,1
Andrzej Wieczorkiewicz,Katarzyna Dabrowska,Undirected,22561,,1
Andrzej Wieczorkiewicz,Katarzyna Dabrowska-gruszczynska,Undirected,22562,,1
Andrzej Wieczorkiewicz,Marcin Gruszczynski,Undirected,22563,,2
Aneta Blazejowska,Grzegorz Szafranski,Undirected,22564,,1
Aneta Blazejowska,Kamila Kuziemska-pawlak,Undirected,22565,,1
Aneta Blazejowska,Marcin Bielecki,Undirected,22566,,1
Aneta Blazejowska,Michal Brzoza-brzezina,Undirected,22567,,1
Aneta Stefanczyk,Maciej Bitner,Undirected,22568,,1
Aneta Stefanczyk,Marek Okolski,Undirected,22569,,1
Aneta Stefanczyk,Monika Szulecka,Undirected,22570,,1
Aneta Stefanczyk,Pawel Kaczmarczyk,Undirected,22571,,1
Aneta Stefanczyk,Urszula Siedlecka,Undirected,22572,,1
Anil Markandya,Milan Scasny,Undirected,22573,,1
Anil Markandya,Olga Kiuila,Undirected,22574,,2
Anita Abramowska-kmon,Anna Maliszewka,Undirected,22575,,1
Anita Abramowska-kmon,Anna Nicinska,Undirected,22576,,1
Anita Abramowska-kmon,Dorota Holzer-zelazewska,Undirected,22577,,1
Anita Abramowska-kmon,Irena E kotowska,Undirected,22578,,1
Anita Abramowska-kmon,Magdalena Michalejko,Undirected,22579,,1
Anita Abramowska-kmon,Maja Rynko,Undirected,22580,,1
Anita Abramowska-kmon,Malgorzata Bala,Undirected,22581,,1
Anita Abramowska-kmon,Malgorzata Kalbarczyk-steclik,Undirected,22582,,1
Anita Abramowska-kmon,Marta Palczynska,Undirected,22583,,1
Anita Abramowska-kmon,Mateusz Najsztub,Undirected,22584,,1
Anita Abramowska-kmon,Michal Myck,Undirected,22585,,1
Anita Abramowska-kmon,Monika Oczkowska,Undirected,22586,,1
Anita Abramowska-kmon,Roman Topor-madry,Undirected,22587,,1
Anita Abramowska-kmon,Wojciech Paczynski,Undirected,22588,,1
Ann M fridlind,Corinna Hoose,Undirected,22589,,1
Ann M fridlind,Derek J posselt,Undirected,22590,,1
Ann M fridlind,Diedenhoven Van bastiaan,Undirected,22591,,1
Ann M fridlind,Hanna Pawlowska,Undirected,22592,,1
Ann M fridlind,Hugh Morrison,Undirected,22593,,1
Ann M fridlind,Jason A milbrandt,Undirected,22594,,1
Ann M fridlind,Jerry Y harrington,Undirected,22595,,1
Ann M fridlind,Karly J reimel,Undirected,22596,,1
Ann M fridlind,Lier-walqui Van marcus,Undirected,22597,,1
Ann M fridlind,Lulin Xue,Undirected,22598,,1
Ann M fridlind,Matthew R kumjian,Undirected,22599,,1
Ann M fridlind,Olivier P prat,Undirected,22600,,1
Ann M fridlind,Shin-ichiro Shima,Undirected,22601,,1
Ann M fridlind,Wojciech W grabowski,Undirected,22602,,1
Anna Barbara janicka,Marek Reksa,Undirected,22603,,1
Anna Bartczak,Ewa Zawojska,Undirected,22604,,1
Anna Bartczak,Jan Raczka,Undirected,22605,,1
Anna Bartczak,Joanna Siwinska-gorzelak,Undirected,22606,,1
Anna Bartczak,Katarzyna Metelska-szaniawska,Undirected,22607,,1
Anna Bartczak,Mikolaj Czajkowski,Undirected,22608,,1
Anna Bialek-jaworska,Michal Brzozowski,Undirected,22609,,1
Anna Bialek-jaworska,Natalia Nehrebecka,Undirected,22610,,1
Anna Burdzinska,Beata Kaleta,Undirected,22611,,1
Anna Burdzinska,Filip A dabrowski,Undirected,22612,,1
Anna Burdzinska,Jan Borysowski,Undirected,22613,,1
Anna Burdzinska,Leszek Paczek,Undirected,22614,,1
Anna Burdzinska,Marcin Chlebus,Undirected,22615,,1
Anna Burdzinska,Miroslaw Wielgos,Undirected,22616,,1
Anna Cyganek,Barbara Gornicka,Undirected,22617,,1
Anna Cyganek,Barbara Grzechocinska,Undirected,22618,,1
Anna Cyganek,Christopher Kobierzycki,Undirected,22619,,1
Anna Cyganek,Filip A dabrowski,Undirected,22620,,1
Anna Cyganek,Lukasz Michalowski,Undirected,22621,,1
Anna Cyganek,Marcin Chlebus,Undirected,22622,,1
Anna Cyganek,Miroslaw Wielgos,Undirected,22623,,1
Anna Czarny,Anna Janicka,Undirected,22624,,1
Anna Czarny,Bartosz Gawron,Undirected,22625,,1
Anna Czarny,Ewa Zaczynska,Undirected,22626,,1
Anna Czarny,Maciej Zawislak,Undirected,22627,,1
Anna Czarny,Tomasz Bialecki,Undirected,22628,,1
Anna Janicka,Anna Legowska,Undirected,22629,,1
Anna Janicka,Anna Michalak,Undirected,22630,,1
Anna Janicka,Bartosz Gawron,Undirected,22631,,4
Anna Janicka,Caterina Migliorini,Undirected,22632,,1
Anna Janicka,Daniela Valensin,Undirected,22633,,2
Anna Janicka,Elena Gaggelli,Undirected,22634,,2
Anna Janicka,Ewa Zaczynska,Undirected,22635,,1
Anna Janicka,Francesca Maria mancini,Undirected,22636,,1
Anna Janicka,Francesco Berti,Undirected,22637,,1
Anna Janicka,Gianni Valensin,Undirected,22638,,2
Anna Janicka,Hanna Miecznikowska,Undirected,22639,,1
Anna Janicka,Henryk Kozlowski,Undirected,22640,,4
Anna Janicka,Ivano Bertini,Undirected,22641,,1
Anna Janicka,Jedrzej Matla,Undirected,22642,,1
Anna Janicka,Joanna Nestorowicz,Undirected,22643,,1
Anna Janicka,Joanna Swiesciak,Undirected,22644,,1
Anna Janicka,Justyna Molska,Undirected,22645,,1
Anna Janicka,Kacper Ostrowski,Undirected,22646,,1
Anna Janicka,Kornelia Wisniewska,Undirected,22647,,1
Anna Janicka,Krzysztof Rolka,Undirected,22648,,1
Anna Janicka,Leszek Lankiewicz,Undirected,22649,,1
Anna Janicka,Lucia Banci,Undirected,22650,,1
Anna Janicka,Maciej Zawislak,Undirected,22651,,5
Anna Janicka,Manuele Martinelli,Undirected,22652,,1
Anna Janicka,Marek Luczkowski,Undirected,22653,,1
Anna Janicka,Martina Donatoni,Undirected,22654,,1
Anna Janicka,Maurizio Remelli,Undirected,22655,,2
Anna Janicka,Pawel Kaczmarczyk,Undirected,22656,,1
Anna Janicka,Peep Palumaa,Undirected,22657,,1
Anna Janicka,Pierluigi Pretegiani,Undirected,22658,,1
Anna Janicka,Radoslaw Wlostowski,Undirected,22659,,2
Anna Janicka,Rebecca Pogni,Undirected,22660,,1
Anna Janicka,Remo Guerrini,Undirected,22661,,2
Anna Janicka,Simone Ciofi-baffoni,Undirected,22662,,1
Anna Janicka,Tomasz Bialecki,Undirected,22663,,4
Anna Janicka,Tomasz Suchocki,Undirected,22664,,1
Anna Janicka,Weronika Urbanska,Undirected,22665,,1
Anna Kosior,Beata Bierut,Undirected,22666,,2
Anna Kosior,Grzegorz Tchorek,Undirected,22667,,2
Anna Kosior,Izabela D tymoczko,Undirected,22668,,2
Anna Kosior,Jacek Lewkowicz,Undirected,22669,,2
Anna Kosior,Jakub Growiec,Undirected,22670,,2
Anna Kosior,Jakub Muck,Undirected,22671,,2
Anna Kosior,Jan Hagemejer,Undirected,22672,,2
Anna Kosior,Kamil Wierus,Undirected,22673,,2
Anna Kosior,Katarzyna Puchalska,Undirected,22674,,2
Anna Kosior,Magdalena Rola-janicka,Undirected,22675,,2
Anna Kosior,Marcin Grela,Undirected,22676,,2
Anna Kosior,Marcin Tomkiewicz,Undirected,22677,,2
Anna Kosior,Marek Niechcial,Undirected,22678,,2
Anna Kosior,Michal Gradzewicz,Undirected,22679,,2
Anna Kosior,Michal Rubaszek,Undirected,22680,,2
Anna Kosior,Paulina Broniatowska,Undirected,22681,,2
Anna Kosior,Piotr Popowski,Undirected,22682,,2
Anna Kosior,Rafal Slubowski,Undirected,22683,,2
Anna Kosior,Stanislaw Cichocki,Undirected,22684,,2
Anna Kosior,Tomasz Michalek,Undirected,22685,,2
Anna Kosior,Tomasz Piasecki,Undirected,22686,,2
Anna Kosior,Wawrzyniec Suleja,Undirected,22687,,2
Anna Kosior,Wojciech Mroczek,Undirected,22688,,2
Anna Kozak,Dominik Ogonowski,Undirected,22689,,1
Anna Kozak,Jakub Sztachelski,Undirected,22690,,1
Anna Kozak,Janusz Gajda,Undirected,22691,,1
Anna Kozak,Marcin Chlebus,Undirected,22692,,1
Anna Kozak,Piotr Wojewnik,Undirected,22693,,1
Anna Kozak,Przemyslaw Biecek,Undirected,22694,,1
Anna Legowska,Caterina Migliorini,Undirected,22695,,1
Anna Legowska,Daniela Valensin,Undirected,22696,,1
Anna Legowska,Elena Gaggelli,Undirected,22697,,1
Anna Legowska,Francesco Berti,Undirected,22698,,1
Anna Legowska,Gianni Valensin,Undirected,22699,,1
Anna Legowska,Hanna Miecznikowska,Undirected,22700,,1
Anna Legowska,Henryk Kozlowski,Undirected,22701,,1
Anna Legowska,Krzysztof Rolka,Undirected,22702,,1
Anna Legowska,Maurizio Remelli,Undirected,22703,,1
Anna Legowska,Rebecca Pogni,Undirected,22704,,1
Anna Legowska,Remo Guerrini,Undirected,22705,,1
Anna Lewandowska,Katarzyna Kopczewska,Undirected,22706,,1
Anna Lewczuk,Jacek Lewkowicz,Undirected,22707,,5
Anna Lewczuk,Jerg Gutmann,Undirected,22708,,1
Anna Lewczuk,Katarzyna Metelska-szaniawska,Undirected,22709,,1
Anna Lewczuk,Mateusz Marcol,Undirected,22710,,1
Anna Lewczuk,Rafal Wozniak,Undirected,22711,,1
Anna Lewczuk,Stefan Voigt,Undirected,22712,,1
Anna Maliszewka,Anna Nicinska,Undirected,22713,,1
Anna Maliszewka,Dorota Holzer-zelazewska,Undirected,22714,,1
Anna Maliszewka,Irena E kotowska,Undirected,22715,,1
Anna Maliszewka,Magdalena Michalejko,Undirected,22716,,1
Anna Maliszewka,Maja Rynko,Undirected,22717,,1
Anna Maliszewka,Malgorzata Bala,Undirected,22718,,1
Anna Maliszewka,Malgorzata Kalbarczyk-steclik,Undirected,22719,,1
Anna Maliszewka,Marta Palczynska,Undirected,22720,,1
Anna Maliszewka,Mateusz Najsztub,Undirected,22721,,1
Anna Maliszewka,Michal Myck,Undirected,22722,,1
Anna Maliszewka,Monika Oczkowska,Undirected,22723,,1
Anna Maliszewka,Roman Topor-madry,Undirected,22724,,1
Anna Maliszewka,Wojciech Paczynski,Undirected,22725,,1
Anna Marzec,Dorota Stuglik,Undirected,22726,,1
Anna Marzec,Joanna Kotowicz-jawor,Undirected,22727,,1
Anna Marzec,Piotr Boguszewski,Undirected,22728,,1
Anna Marzec,Tadeusz Smuga,Undirected,22729,,1
Anna Marzec,Wanda Karpinska-mizielinska,Undirected,22730,,1
Anna Micha3ek,Jan Micha3ek,Undirected,22731,,1
Anna Michalak,Radoslaw Wlostowski,Undirected,22732,,1
Anna Michalek,Jan Jakub michalek,Undirected,22733,,3
Anna Michalek,Jan Michalek,Undirected,22734,,3
Anna Michalek,Jerzy Mycielski,Undirected,22735,,3
Anna Nicinska,Dorota Holzer-zelazewska,Undirected,22736,,1
Anna Nicinska,Grzegorz Kula,Undirected,22737,,2
Anna Nicinska,Irena E kotowska,Undirected,22738,,1
Anna Nicinska,Jakub Zawieska,Undirected,22739,,2
Anna Nicinska,Joan Costa-font,Undirected,22740,,6
Anna Nicinska,Joanna Rachubik,Undirected,22741,,2
Anna Nicinska,Jorge Garcia-hombrados,Undirected,22742,,4
Anna Nicinska,Maciej Grzenda,Undirected,22743,,2
Anna Nicinska,Magdalena Michalejko,Undirected,22744,,1
Anna Nicinska,Maja Rynko,Undirected,22745,,1
Anna Nicinska,Malgorzata Bala,Undirected,22746,,1
Anna Nicinska,Malgorzata Kalbarczyk,Undirected,22747,,5
Anna Nicinska,Malgorzata Kalbarczyk-steclik,Undirected,22748,,3
Anna Nicinska,Marta Palczynska,Undirected,22749,,1
Anna Nicinska,Mateusz Najsztub,Undirected,22750,,1
Anna Nicinska,Michal Myck,Undirected,22751,,1
Anna Nicinska,Monika Oczkowska,Undirected,22752,,1
Anna Nicinska,Roman Topor-madry,Undirected,22753,,1
Anna Nicinska,Satia Rozynek,Undirected,22754,,2
Anna Nicinska,Shahriar Akhavan,Undirected,22755,,2
Anna Nicinska,Wojciech Paczynski,Undirected,22756,,1
Anna Ruzik,Kula Gj,Undirected,22757,,1
Anna Ruzik,Magdalena Rokicka,Undirected,22758,,1
Anna Ruzik,Marek Gora,Undirected,22759,,1
Anna Ruzik,Oleksandr Rohozynsky,Undirected,22760,,1
Anna Ruzik-sierdzinska,Grzegorz Kula,Undirected,22761,,1
Anna Turovtseva,Pawel Sakowski,Undirected,22762,,1
Anne White,Izabela Grabowska,Undirected,22763,,1
Anne White,Krystyna Slany,Undirected,22764,,1
Anne White,Pawel Kaczmarczyk,Undirected,22765,,1
Anni Huhtala,Berit Hasler,Undirected,22766,,1
Anni Huhtala,Daija Angeli,Undirected,22767,,1
Anni Huhtala,Daiva Semeniene,Undirected,22768,,1
Anni Huhtala,Heini Ahtiainen,Undirected,22769,,1
Anni Huhtala,Ieva Oskolokaite,Undirected,22770,,1
Anni Huhtala,James Cr smart,Undirected,22771,,1
Anni Huhtala,Janne Artell,Undirected,22772,,1
Anni Huhtala,Jurgen Meyerhoff,Undirected,22773,,1
Anni Huhtala,Kari Hyytiainen,Undirected,22774,,1
Anni Huhtala,Kim Dahlbo,Undirected,22775,,1
Anni Huhtala,Kristine Pakalniete,Undirected,22776,,1
Anni Huhtala,Linus Hasselstrom,Undirected,22777,,1
Anni Huhtala,Louise Martinsen,Undirected,22778,,1
Anni Huhtala,Marie Maar,Undirected,22779,,1
Anni Huhtala,Mikolaj Czajkowski,Undirected,22780,,1
Anni Huhtala,Mohammed H alemu,Undirected,22781,,1
Anni Huhtala,Tea Nommann,Undirected,22782,,1
Anni Huhtala,Tore Soderqvist,Undirected,22783,,1
Anni Huhtala,Vivi Fleming-lehtinen,Undirected,22784,,1
Anni Huhtala,Yulia Khaleeva,Undirected,22785,,1
Annica Sandstrom,Berit Hasler,Undirected,22786,,1
Annica Sandstrom,Brian R mackenzie,Undirected,22787,,1
Annica Sandstrom,Daniel Oesterwind,Undirected,22788,,1
Annica Sandstrom,Erik Bonsdorff,Undirected,22789,,1
Annica Sandstrom,Frank Melzner,Undirected,22790,,1
Annica Sandstrom,Gerald Schwarz,Undirected,22791,,1
Annica Sandstrom,Harri Kuosa,Undirected,22792,,1
Annica Sandstrom,Helen C andersson,Undirected,22793,,1
Annica Sandstrom,Henn Ojaveer,Undirected,22794,,1
Annica Sandstrom,Jacob Carstensen,Undirected,22795,,1
Annica Sandstrom,Jan Dierking,Undirected,22796,,1
Annica Sandstrom,Jens Christian refsgaard,Undirected,22797,,1
Annica Sandstrom,Kari Hyytiainen,Undirected,22798,,1
Annica Sandstrom,Karin Tonderski,Undirected,22799,,1
Annica Sandstrom,Kerstin Johannesson,Undirected,22800,,1
Annica Sandstrom,Klaus Hinsby,Undirected,22801,,1
Annica Sandstrom,Linda Laikre,Undirected,22802,,1
Annica Sandstrom,Marianne Zandersen,Undirected,22803,,1
Annica Sandstrom,Michele Casini,Undirected,22804,,1
Annica Sandstrom,Mikolaj Czajkowski,Undirected,22805,,1
Annica Sandstrom,Monika Winder,Undirected,22806,,1
Annica Sandstrom,Piotr Margonski,Undirected,22807,,1
Annica Sandstrom,Sara Kurland,Undirected,22808,,1
Annica Sandstrom,Seifeddine Jomaa,Undirected,22809,,1
Annica Sandstrom,Thorsten Bh reusch,Undirected,22810,,1
Annica Sandstrom,Veijo Jormalainen,Undirected,22811,,1
Anthony Levitas,Michal Zarzycki,Undirected,22812,,1
Anthony Levitas,Thomas H cochran,Undirected,22813,,1
Antosiewicz M,Bartkiewicz P,Undirected,22814,,1
Antosiewicz M,Bukowski M,Undirected,22815,,1
Antosiewicz M,Cukrowska E,Undirected,22816,,1
Antosiewicz M,Gebska J,Undirected,22817,,1
Antosiewicz M,Julian Zawistowski,Undirected,22818,,1
Antosiewicz M,Kowal P,Undirected,22819,,1
Antosiewicz M,Regulski A,Undirected,22820,,1
Antosiewicz M,Rosik P,Undirected,22821,,1
Antosiewicz M,Szczygielski K,Undirected,22822,,1
Antosiewicz M,Szpor A,Undirected,22823,,1
Antosiewicz M,Zub M,Undirected,22824,,1
Arshad Hm,Ashraf Ru,Undirected,22825,,1
Arshad Hm,Saeed R,Undirected,22826,,1
Arshad Hm,Zaidi Sah,Undirected,22827,,1
Arshia Hashemi,Greg Kaplan,Undirected,22828,,1
Arshia Hashemi,Piotr Zoch,Undirected,22829,,1
Arshia Hashemi,Steve Bond,Undirected,22830,,1
Artur Ochojski,Dagmara Kociuba,Undirected,22831,,2
Artur Ochojski,Katarzyna Kopczewska,Undirected,22832,,4
Artur Ochojski,Pawel Churski,Undirected,22833,,6
Artur Pokropek,Francesca Borgonovi,Undirected,22834,,1
Artur Pokropek,Maciej Jakubowski,Undirected,22835,,4
Artur Pokropek,Roman Dolata,Undirected,22836,,1
Ashraf Ru,Saeed R,Undirected,22837,,1
Ashraf Ru,Zaidi Sah,Undirected,22838,,1
Aura Reggiani,Danny Czamanski,Undirected,22839,,1
Aura Reggiani,Laurie A schintler,Undirected,22840,,1
Aura Reggiani,Roberto Patuelli,Undirected,22841,,1
Axel Bruggemann,Beatrice Scheubel,Undirected,22842,,1
Axel Bruggemann,Carlijn Eijking,Undirected,22843,,1
Axel Bruggemann,Clement Marsilli,Undirected,22844,,1
Axel Bruggemann,Floriane Van den,Undirected,22845,,1
Axel Bruggemann,Grzegorz Wesolowski,Undirected,22846,,1
Axel Bruggemann,Isabella Moder,Undirected,22847,,1
Axel Bruggemann,Joel Graca alves,Undirected,22848,,1
Axel Bruggemann,Juan Carlos berganza,Undirected,22849,,1
Axel Bruggemann,Lilian Kreitz,Undirected,22850,,1
Axel Bruggemann,Luis Molina sanchez,Undirected,22851,,1
Axel Bruggemann,Markus Eller,Undirected,22852,,1
Axel Bruggemann,Rafael Cezar,Undirected,22853,,1
Axel Bruggemann,Roland Beck,Undirected,22854,,1
Axel Bruggemann,Valerio Nispi landi,Undirected,22855,,1
Ayesha Riaz,Rana Umair ashraf,Undirected,22856,,1
Ayesha Riaz,Rashid Saeed,Undirected,22857,,1
Badi H baltagi,Bartlomiej Rokicki,Undirected,22858,,2
Badi H baltagi,Kenia Barreiro de souza,Undirected,22859,,1
Baranochnikov I.,Slepaczuk R.,Undirected,22860,,1
Barbara Bobrowicz,Dagmara Mycielska,Undirected,22861,,2
Barbara Bobrowicz,Gabriela Grotkowska,Undirected,22862,,2
Barbara Bobrowicz,Jan Jakub michalek,Undirected,22863,,2
Barbara Bobrowicz,Joanna Tyrowicz,Undirected,22864,,2
Barbara Bobrowicz,Lukasz Goczek,Undirected,22865,,2
Barbara Bobrowicz,Maurice Obstfeld,Undirected,22866,,2
Barbara Bobrowicz,Paul Robin krugman,Undirected,22867,,2
Barbara Bobrowicz,Pawel Gieraltowski,Undirected,22868,,2
Barbara Bobrowicz,Wlodzimierz Siwinski,Undirected,22869,,2
Barbara Gornicka,Barbara Grzechocinska,Undirected,22870,,1
Barbara Gornicka,Christopher Kobierzycki,Undirected,22871,,1
Barbara Gornicka,Filip A dabrowski,Undirected,22872,,1
Barbara Gornicka,Lukasz Michalowski,Undirected,22873,,1
Barbara Gornicka,Marcin Chlebus,Undirected,22874,,1
Barbara Gornicka,Miroslaw Wielgos,Undirected,22875,,1
Barbara Grzechocinska,Christopher Kobierzycki,Undirected,22876,,1
Barbara Grzechocinska,Filip A dabrowski,Undirected,22877,,2
Barbara Grzechocinska,Katarzyna Czarzasta,Undirected,22878,,1
Barbara Grzechocinska,Lukasz Michalowski,Undirected,22879,,2
Barbara Grzechocinska,Marcin Chlebus,Undirected,22880,,2
Barbara Grzechocinska,Miroslaw Wielgos,Undirected,22881,,2
Barbara Karbownik,Grzegorz Kula,Undirected,22882,,2
Bartczak A,Braun-kohlova M,Undirected,22883,,1
Bartczak A,Chilton S,Undirected,22884,,1
Bartczak A,Czajkowski M,Undirected,22885,,1
Bartczak A,Desaigues B,Undirected,22886,,1
Bartczak A,Farreras V,Undirected,22887,,1
Bartczak A,Hutchison M,Undirected,22888,,1
Bartczak A,Jeanrenaud C,Undirected,22889,,1
Bartczak A,Kaderjak P,Undirected,22890,,1
Bartczak A,Maca V,Undirected,22891,,1
Bartczak A,Markiewicz O,Undirected,22892,,1
Bartczak A,Markowska A,Undirected,22893,,1
Bartczak A,Metcalf H,Undirected,22894,,1
Bartczak A,Navrud S,Undirected,22895,,1
Bartczak A,Nielsen Seested j,Undirected,22896,,1
Bartczak A,Ortiz R,Undirected,22897,,1
Bartczak A,Pellegrini S,Undirected,22898,,1
Bartczak A,Rabl A,Undirected,22899,,1
Bartczak A,Riera R,Undirected,22900,,1
Bartczak A,Scasny M,Undirected,22901,,1
Bartczak A,Stoeckel M-e,Undirected,22902,,1
Bartczak A,Szanto R,Undirected,22903,,1
Bartczak A,Urban J,Undirected,22904,,1
Bartkiewicz P,Bukowski M,Undirected,22905,,1
Bartkiewicz P,Cukrowska E,Undirected,22906,,1
Bartkiewicz P,Gebska J,Undirected,22907,,1
Bartkiewicz P,Julian Zawistowski,Undirected,22908,,1
Bartkiewicz P,Kowal P,Undirected,22909,,1
Bartkiewicz P,Regulski A,Undirected,22910,,1
Bartkiewicz P,Rosik P,Undirected,22911,,1
Bartkiewicz P,Szczygielski K,Undirected,22912,,1
Bartkiewicz P,Szpor A,Undirected,22913,,1
Bartkiewicz P,Zub M,Undirected,22914,,1
Bartlomiej Rokicki,Eduardo A haddad,Undirected,22915,,1
Bartlomiej Rokicki,Geoffrey Jd hewings,Undirected,22916,,3
Bartlomiej Rokicki,Iwona Kukulak-dolata,Undirected,22917,,1
Bartlomiej Rokicki,Jonathan M horridge,Undirected,22918,,2
Bartlomiej Rokicki,Kenia Barreiro de souza,Undirected,22919,,1
Bartlomiej Rokicki,Krzysztof Ostaszewski,Undirected,22920,,1
Bartlomiej Rokicki,Lukasz Arendt,Undirected,22921,,1
Bartlomiej Rokicki,Marcin Stepniak,Undirected,22922,,2
Bartlomiej Rokicki,Mark Horridge,Undirected,22923,,1
Bartlomiej Rokicki,Mieczyslaw W socha,Undirected,22924,,1
Bartlomiej Rokicki,Oliver Fritz,Undirected,22925,,1
Bartosz Gawron,Bialecki T,Undirected,22926,,1
Bartosz Gawron,Ewa Zaczynska,Undirected,22927,,1
Bartosz Gawron,Janicka A,Undirected,22928,,1
Bartosz Gawron,Katarzyna Januszewicz,Undirected,22929,,1
Bartosz Gawron,Maciej Zawislak,Undirected,22930,,3
Bartosz Gawron,Pawel Kazimierski,Undirected,22931,,1
Bartosz Gawron,Piotr Lampart,Undirected,22932,,1
Bartosz Gawron,Tomasz Bialecki,Undirected,22933,,4
Bartosz Gawron,Tomasz Suchocki,Undirected,22934,,2
Bartosz Witkowski,Ewa Witkowska,Undirected,22935,,1
Bartosz Witkowski,Lucas Goczek,Undirected,22936,,1
Bartosz Witkowski,Lukasz Goczek,Undirected,22937,,2
Beata Bierut,Grzegorz Tchorek,Undirected,22938,,2
Beata Bierut,Izabela D tymoczko,Undirected,22939,,2
Beata Bierut,Jacek Lewkowicz,Undirected,22940,,2
Beata Bierut,Jakub Growiec,Undirected,22941,,2
Beata Bierut,Jakub Muck,Undirected,22942,,2
Beata Bierut,Jan Hagemejer,Undirected,22943,,2
Beata Bierut,Kamil Wierus,Undirected,22944,,2
Beata Bierut,Katarzyna Puchalska,Undirected,22945,,2
Beata Bierut,Magdalena Rola-janicka,Undirected,22946,,2
Beata Bierut,Marcin Grela,Undirected,22947,,2
Beata Bierut,Marcin Tomkiewicz,Undirected,22948,,2
Beata Bierut,Marek Niechcial,Undirected,22949,,2
Beata Bierut,Michal Gradzewicz,Undirected,22950,,2
Beata Bierut,Michal Rubaszek,Undirected,22951,,2
Beata Bierut,Paulina Broniatowska,Undirected,22952,,2
Beata Bierut,Piotr Popowski,Undirected,22953,,2
Beata Bierut,Rafal Slubowski,Undirected,22954,,2
Beata Bierut,Stanislaw Cichocki,Undirected,22955,,2
Beata Bierut,Tomasz Michalek,Undirected,22956,,2
Beata Bierut,Tomasz Piasecki,Undirected,22957,,2
Beata Bierut,Wawrzyniec Suleja,Undirected,22958,,2
Beata Bierut,Wojciech Mroczek,Undirected,22959,,2
Beata Kaleta,Filip A dabrowski,Undirected,22960,,1
Beata Kaleta,Jan Borysowski,Undirected,22961,,1
Beata Kaleta,Leszek Paczek,Undirected,22962,,1
